Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Jordan,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,
Kazakhstan,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.01,,0.02 ,<0.01 , 0.02,,0.02 ,0.01 , 0.03,,0.03 ,0.02 , 0.04,,0.04 ,0.03 , 0.05,,0.05 ,0.03 , 0.07,,0.06 ,0.04 , 0.09,,0.07 ,0.04 , 0.09,,0.08 ,0.05 , 0.10,,0.08 ,0.05 , 0.11,,0.09 ,0.05 , 0.11,,0.09 ,0.05 , 0.12,,0.09 ,0.06 , 0.12,,0.09 ,0.06 , 0.13,,0.10 ,0.06 , 0.13,,0.11 ,0.07 , 0.14,,0.12 ,0.08 , 0.16,,0.14 ,0.09 , 0.18,,0.15 ,0.09 , 0.19,,0.12 ,0.07 , 0.16,,0.11 ,0.07 , 0.15,,0.12 ,0.08 , 0.16,,0.14 ,0.09 , 0.19,,0.16 ,0.10 , 0.22,,0.19 ,0.12 , 0.24,,0.20 ,0.12 , 0.27,,0.19 ,0.12 , 0.25,,0.21 ,0.13 , 0.27,,0.23 ,0.14 , 0.31,
Kenya,16.65 ,9.66 , 28.65,,19.24 ,11.16 , 33.10,,20.67 ,11.99 , 35.56,,19.99 ,11.59 , 34.38,,18.16 ,10.54 , 31.25,,15.27 ,8.86 , 26.27,,12.62 ,7.32 , 21.71,,10.49 ,6.09 , 18.05,,8.92 ,5.17 , 15.34,,7.62 ,4.42 , 13.11,,6.72 ,3.90 , 11.56,,5.97 ,3.47 , 10.28,,5.35 ,3.10 , 9.21,,4.96 ,2.87 , 8.52,,4.58 ,2.66 , 7.88,,4.31 ,2.50 , 7.41,,4.11 ,2.38 , 7.06,,3.84 ,2.23 , 6.60,,3.70 ,2.14 , 6.36,,3.51 ,2.04 , 6.04,,3.30 ,1.92 , 5.68,,3.03 ,1.76 , 5.21,,2.77 ,1.60 , 4.76,,2.59 ,1.50 , 4.46,,2.40 ,1.39 , 4.13,,2.17 ,1.26 , 3.73,,1.87 ,1.08 , 3.21,,1.63 ,0.94 , 2.80,,1.40 ,0.81 , 2.42,,1.34 ,0.78 , 2.31,,1.25 ,0.73 , 2.15,
Kuwait,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Kyrgyzstan,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,0.05 ,<0.01 , 0.24,,0.04 ,<0.01 , 0.08,,0.03 ,0.02 , 0.04,,0.07 ,0.05 , 0.10,,0.10 ,0.08 , 0.13,,0.12 ,0.10 , 0.14,,0.13 ,0.12 , 0.15,,0.13 ,0.12 , 0.15,,0.14 ,0.12 , 0.15,,0.14 ,0.12 , 0.15,,0.13 ,0.12 , 0.15,,0.13 ,0.12 , 0.15,,0.13 ,0.12 , 0.15,,0.13 ,0.11 , 0.15,,0.13 ,0.11 , 0.15,,0.13 ,0.11 , 0.15,,0.13 ,0.11 , 0.15,,0.13 ,0.11 , 0.15,,0.13 ,0.11 , 0.15,,0.13 ,0.11 , 0.15,
Lao People's Democratic Republic,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,0.02 ,0.01 , 0.02,,0.02 ,0.02 , 0.03,,0.04 ,0.03 , 0.04,,0.05 ,0.04 , 0.06,,0.08 ,0.06 , 0.09,,0.13 ,0.10 , 0.15,,0.21 ,0.16 , 0.25,,0.23 ,0.18 , 0.28,,0.24 ,0.19 , 0.28,,0.32 ,0.25 , 0.37,,0.34 ,0.27 , 0.40,,0.35 ,0.28 , 0.41,,0.33 ,0.26 , 0.39,,0.35 ,0.28 , 0.41,,0.35 ,0.27 , 0.41,,0.36 ,0.29 , 0.43,,0.36 ,0.28 , 0.42,,0.35 ,0.28 , 0.41,,0.35 ,0.27 , 0.40,,0.34 ,0.27 , 0.39,,0.33 ,0.26 , 0.38,,0.32 ,0.25 , 0.38,,0.31 ,0.25 , 0.36,,0.31 ,0.24 , 0.36,,0.30 ,0.24 , 0.35,,0.29 ,0.23 , 0.34,,0.28 ,0.22 , 0.33,,0.27 ,0.21 , 0.31,,0.26 ,0.20 , 0.30,
Latvia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Lebanon,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.04,,0.03 ,0.03 , 0.04,,0.03 ,0.03 , 0.04,,0.03 ,0.03 , 0.04,,0.03 ,0.03 , 0.04,,0.03 ,0.03 , 0.04,,0.03 ,0.03 , 0.04,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.04,
Lesotho,7.19 ,3.71 , 10.37,,11.37 ,5.62 , 15.60,,17.14 ,8.64 , 22.92,,24.46 ,12.69 , 33.94,,30.90 ,16.23 , 43.92,,35.45 ,18.96 , 50.15,,36.98 ,20.10 , 51.20,,35.12 ,18.36 , 47.34,,32.63 ,18.23 , 44.08,,29.79 ,16.37 , 40.56,,27.50 ,15.80 , 37.34,,25.67 ,15.14 , 34.33,,24.38 ,14.86 , 32.12,,23.58 ,14.53 , 29.95,,23.20 ,14.57 , 29.62,,23.24 ,14.89 , 29.42,,23.00 ,14.63 , 29.11,,22.59 ,14.44 , 28.42,,21.44 ,14.13 , 27.12,,20.51 ,13.58 , 26.02,,19.53 ,12.97 , 24.63,,18.41 ,12.42 , 23.24,,18.08 ,12.38 , 22.78,,17.46 ,11.44 , 22.29,,16.15 ,10.91 , 20.51,,14.72 ,10.20 , 18.76,,12.93 ,8.62 , 16.43,,10.91 ,7.44 , 14.01,,9.28 ,5.96 , 12.17,,8.54 ,5.56 , 11.23,,7.64 ,4.90 , 10.17,
Liberia,4.92 ,1.89 , 11.00,,5.79 ,2.52 , 11.08,,4.72 ,2.13 , 7.53,,4.39 ,2.21 , 6.38,,4.01 ,2.02 , 5.84,,3.57 ,1.78 , 5.24,,3.07 ,1.58 , 4.75,,2.62 ,1.55 , 4.55,,2.92 ,1.78 , 4.78,,2.62 ,1.49 , 3.81,,2.42 ,1.42 , 3.37,,2.20 ,1.24 , 2.88,,1.87 ,1.07 , 2.47,,1.63 ,0.91 , 2.14,,1.57 ,0.89 , 2.06,,1.44 ,0.80 , 1.88,,1.38 ,0.74 , 1.84,,1.29 ,0.69 , 1.77,,1.21 ,0.62 , 1.68,,1.17 ,0.62 , 1.63,,1.07 ,0.54 , 1.50,,1.00 ,0.49 , 1.41,,0.94 ,0.46 , 1.35,,0.90 ,0.45 , 1.31,,0.84 ,0.42 , 1.24,,0.80 ,0.40 , 1.20,,0.76 ,0.37 , 1.15,,0.70 ,0.34 , 1.09,,0.62 ,0.29 , 1.00,,0.55 ,0.26 , 0.93,,0.50 ,0.23 , 0.87,
Libya,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.02 ,0.01 , 0.02,,0.02 ,0.02 , 0.03,,0.03 ,0.02 , 0.03,,0.04 ,0.03 , 0.04,,0.05 ,0.04 , 0.05,,0.06 ,0.05 , 0.07,,0.07 ,0.06 , 0.08,,0.08 ,0.07 , 0.10,,0.10 ,0.08 , 0.12,,0.11 ,0.09 , 0.13,,0.12 ,0.10 , 0.14,,0.12 ,0.10 , 0.14,,0.11 ,0.08 , 0.14,,0.09 ,0.06 , 0.12,,0.07 ,0.04 , 0.11,,0.05 ,0.03 , 0.09,,0.04 ,0.03 , 0.06,,0.03 ,0.03 , 0.05,,0.03 ,0.03 , 0.04,,0.04 ,0.03 , 0.05,,0.04 ,0.03 , 0.05,,0.04 ,0.03 , 0.05,,0.05 ,0.04 , 0.06,,0.05 ,0.04 , 0.07,,0.05 ,0.04 , 0.07,,0.06 ,0.04 , 0.08,
Lithuania,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Luxembourg,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Madagascar,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.02 ,0.01 , 0.03,,0.02 ,0.01 , 0.03,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.05,,0.04 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,,0.05 ,0.04 , 0.07,,0.06 ,0.04 , 0.08,,0.07 ,0.05 , 0.09,,0.08 ,0.06 , 0.10,,0.09 ,0.07 , 0.11,,0.10 ,0.08 , 0.13,,0.11 ,0.08 , 0.14,,0.12 ,0.09 , 0.16,,0.13 ,0.10 , 0.17,,0.14 ,0.11 , 0.19,,0.16 ,0.12 , 0.21,,0.16 ,0.12 , 0.22,,0.17 ,0.13 , 0.23,,0.16 ,0.12 , 0.22,,0.18 ,0.13 , 0.27,,0.18 ,0.12 , 0.28,
Malawi,18.36 ,9.89 , 23.33,,19.89 ,10.45 , 24.86,,20.61 ,11.04 , 25.45,,20.76 ,11.24 , 25.82,,20.05 ,11.37 , 25.07,,19.47 ,11.02 , 24.09,,18.28 ,10.37 , 22.71,,16.95 ,9.49 , 20.55,,15.64 ,9.14 , 18.85,,14.34 ,8.49 , 17.35,,13.05 ,7.83 , 15.75,,11.82 ,7.35 , 14.23,,10.84 ,6.98 , 13.04,,9.91 ,6.16 , 11.89,,9.23 ,5.83 , 11.12,,8.47 ,5.45 , 10.15,,7.82 ,5.01 , 9.28,,7.23 ,4.69 , 8.54,,6.67 ,4.31 , 7.99,,6.32 ,4.16 , 7.63,,6.03 ,3.90 , 7.28,,5.70 ,3.68 , 6.89,,5.28 ,3.31 , 6.35,,4.80 ,3.02 , 5.88,,4.38 ,2.78 , 5.31,,3.99 ,2.50 , 4.81,,3.64 ,2.28 , 4.39,,3.15 ,2.01 , 3.82,,2.68 ,1.69 , 3.28,,2.22 ,1.40 , 2.80,,2.01 ,1.26 , 2.58,
Malaysia,0.32 ,0.25 , 0.39,,0.47 ,0.38 , 0.58,,0.52 ,0.41 , 0.63,,0.45 ,0.36 , 0.54,,0.38 ,0.30 , 0.45,,0.33 ,0.27 , 0.39,,0.30 ,0.25 , 0.36,,0.30 ,0.25 , 0.35,,0.29 ,0.25 , 0.35,,0.29 ,0.25 , 0.35,,0.29 ,0.25 , 0.35,,0.30 ,0.25 , 0.35,,0.28 ,0.24 , 0.33,,0.27 ,0.23 , 0.31,,0.26 ,0.22 , 0.30,,0.25 ,0.21 , 0.28,,0.24 ,0.21 , 0.27,,0.23 ,0.20 , 0.26,,0.22 ,0.19 , 0.25,,0.21 ,0.19 , 0.24,,0.20 ,0.18 , 0.22,,0.19 ,0.17 , 0.21,,0.19 ,0.17 , 0.21,,0.18 ,0.16 , 0.20,,0.18 ,0.16 , 0.19,,0.17 ,0.15 , 0.19,,0.17 ,0.15 , 0.19,,0.16 ,0.14 , 0.18,,0.17 ,0.15 , 0.20,,0.19 ,0.17 , 0.22,,0.21 ,0.18 , 0.24,
Maldives,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Mali,3.45 ,1.79 , 5.47,,3.80 ,2.36 , 5.58,,3.75 ,2.63 , 5.36,,3.60 ,2.76 , 4.86,,3.39 ,2.61 , 4.46,,3.10 ,2.39 , 4.18,,2.79 ,2.15 , 3.72,,2.58 ,1.99 , 3.40,,2.12 ,1.66 , 2.70,,1.98 ,1.55 , 2.49,,1.74 ,1.38 , 2.15,,1.57 ,1.25 , 1.92,,1.44 ,1.14 , 1.74,,1.29 ,1.01 , 1.56,,1.26 ,0.99 , 1.52,,1.20 ,0.94 , 1.49,,1.09 ,0.85 , 1.39,,1.08 ,0.82 , 1.36,,1.05 ,0.77 , 1.33,,0.96 ,0.71 , 1.25,,0.86 ,0.63 , 1.14,,0.81 ,0.59 , 1.08,,0.74 ,0.52 , 1.01,,0.71 ,0.49 , 0.98,,0.67 ,0.46 , 0.93,,0.63 ,0.42 , 0.89,,0.58 ,0.38 , 0.85,,0.53 ,0.33 , 0.81,,0.48 ,0.29 , 0.76,,0.44 ,0.26 , 0.71,,0.39 ,0.23 , 0.67,
Malta,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Mauritania,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Mauritius,<0.01 ,<0.01 , 0.03,,0.01 ,<0.01 , 0.06,,0.03 ,<0.01 , 0.10,,0.05 ,0.01 , 0.20,,0.11 ,0.03 , 0.36,,0.21 ,0.06 , 0.66,,0.36 ,0.10 , 0.93,,0.58 ,0.21 , 1.25,,0.83 ,0.36 , 1.36,,1.07 ,0.56 , 1.46,,1.24 ,0.77 , 1.54,,1.28 ,0.95 , 1.56,,1.28 ,0.99 , 1.51,,1.28 ,0.99 , 1.52,,1.25 ,0.97 , 1.47,,1.24 ,0.94 , 1.44,,1.25 ,0.96 , 1.45,,1.25 ,0.96 , 1.45,,1.26 ,0.97 , 1.46,,1.25 ,0.97 , 1.42,,1.24 ,0.99 , 1.40,,1.20 ,0.95 , 1.35,,1.12 ,0.86 , 1.25,,1.06 ,0.82 , 1.20,,1.01 ,0.77 , 1.14,,0.96 ,0.71 , 1.10,,0.94 ,0.67 , 1.10,,0.93 ,0.64 , 1.12,,0.92 ,0.60 , 1.15,,0.92 ,0.58 , 1.19,,0.95 ,0.59 , 1.26,
Mexico,0.14 ,0.10 , 0.17,,0.15 ,0.10 , 0.18,,0.16 ,0.11 , 0.19,,0.17 ,0.12 , 0.20,,0.18 ,0.12 , 0.21,,0.18 ,0.13 , 0.22,,0.19 ,0.13 , 0.23,,0.19 ,0.14 , 0.23,,0.19 ,0.14 , 0.24,,0.19 ,0.14 , 0.24,,0.19 ,0.13 , 0.23,,0.19 ,0.13 , 0.23,,0.18 ,0.13 , 0.22,,0.18 ,0.12 , 0.22,,0.17 ,0.12 , 0.21,,0.16 ,0.11 , 0.20,,0.16 ,0.11 , 0.20,,0.16 ,0.11 , 0.19,,0.15 ,0.11 , 0.19,,0.16 ,0.11 , 0.19,,0.16 ,0.11 , 0.20,,0.17 ,0.12 , 0.22,,0.18 ,0.13 , 0.23,,0.19 ,0.13 , 0.24,,0.19 ,0.13 , 0.23,,0.18 ,0.12 , 0.23,,0.19 ,0.13 , 0.23,,0.19 ,0.13 , 0.23,,0.19 ,0.13 , 0.23,,0.19 ,0.13 , 0.23,,0.18 ,0.12 , 0.23,
