Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Jamaica,0.27 ,0.07 , 1.45,,0.28 ,0.06 , 1.22,,0.28 ,0.08 , 0.90,,0.29 ,0.08 , 0.93,,0.29 ,0.10 , 0.74,,0.28 ,0.10 , 0.70,,0.27 ,0.09 , 0.57,,0.26 ,0.09 , 0.53,,0.25 ,0.09 , 0.49,,0.25 ,0.09 , 0.49,,0.25 ,0.08 , 0.48,,0.25 ,0.09 , 0.48,,0.25 ,0.08 , 0.49,,0.23 ,0.08 , 0.44,,0.20 ,0.07 , 0.39,,0.20 ,0.07 , 0.39,,0.19 ,0.06 , 0.37,,0.19 ,0.07 , 0.37,,0.19 ,0.07 , 0.37,,0.20 ,0.08 , 0.38,,0.19 ,0.07 , 0.35,,0.19 ,0.08 , 0.35,,0.19 ,0.08 , 0.35,,0.18 ,0.07 , 0.35,,0.18 ,0.07 , 0.34,,0.18 ,0.07 , 0.35,,0.18 ,0.07 , 0.34,,0.17 ,0.06 , 0.33,,0.16 ,0.06 , 0.32,,0.16 ,0.06 , 0.32,,0.14 ,0.05 , 0.30,
Japan,<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication."
Jordan,<0.01,,,,<0.01,,,,<0.01,,,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,
Kazakhstan,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.02 ,<0.01 , 0.03,,0.02 ,0.01 , 0.03,,0.02 ,0.01 , 0.04,,0.02 ,0.01 , 0.04,,0.03 ,0.01 , 0.04,,0.03 ,0.01 , 0.04,,0.03 ,0.02 , 0.05,,0.03 ,0.02 , 0.05,,0.03 ,0.02 , 0.05,,0.03 ,0.02 , 0.05,,0.04 ,0.02 , 0.06,,0.04 ,0.02 , 0.07,,0.05 ,0.02 , 0.08,,0.05 ,0.03 , 0.08,,0.04 ,0.02 , 0.07,,0.04 ,0.02 , 0.07,,0.04 ,0.02 , 0.07,,0.05 ,0.03 , 0.08,,0.06 ,0.03 , 0.10,,0.07 ,0.03 , 0.11,,0.07 ,0.04 , 0.12,,0.07 ,0.03 , 0.11,,0.07 ,0.04 , 0.12,,0.08 ,0.04 , 0.13,
Kenya,4.98 ,1.90 , 12.52,,5.75 ,2.20 , 14.48,,6.15 ,2.35 , 15.48,,5.92 ,2.26 , 14.90,,5.35 ,2.05 , 13.48,,4.48 ,1.71 , 11.27,,3.69 ,1.41 , 9.29,,3.06 ,1.17 , 7.69,,2.59 ,0.99 , 6.51,,2.20 ,0.84 , 5.55,,1.94 ,0.74 , 4.89,,1.73 ,0.66 , 4.35,,1.55 ,0.59 , 3.90,,1.44 ,0.55 , 3.62,,1.33 ,0.51 , 3.34,,1.24 ,0.48 , 3.13,,1.18 ,0.45 , 2.97,,1.10 ,0.42 , 2.77,,1.06 ,0.41 , 2.67,,1.01 ,0.38 , 2.53,,0.95 ,0.36 , 2.38,,0.86 ,0.33 , 2.17,,0.78 ,0.30 , 1.97,,0.73 ,0.28 , 1.83,,0.67 ,0.26 , 1.69,,0.60 ,0.23 , 1.51,,0.52 ,0.20 , 1.30,,0.45 ,0.17 , 1.12,,0.38 ,0.15 , 0.96,,0.36 ,0.14 , 0.92,,0.34 ,0.13 , 0.85,
Kuwait,...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Kyrgyzstan,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,0.02 ,<0.01 , 0.08,,0.01 ,<0.01 , 0.03,,<0.01 ,<0.01 , 0.02,,0.02 ,0.01 , 0.04,,0.03 ,0.02 , 0.05,,0.04 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,,0.05 ,0.03 , 0.07,,0.05 ,0.03 , 0.07,,0.05 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,,0.05 ,0.03 , 0.06,
Lao People's Democratic Republic,<0.01,,,,<0.01,,,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,<0.01 , 0.02,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.03 ,<0.01 , 0.04,,0.03 ,<0.01 , 0.04,,0.03 ,0.01 , 0.04,,0.03 ,0.01 , 0.04,,0.03 ,0.01 , 0.04,,0.03 ,<0.01 , 0.04,,0.03 ,0.01 , 0.05,,0.03 ,0.01 , 0.05,,0.03 ,0.01 , 0.05,,0.03 ,0.01 , 0.05,,0.03 ,<0.01 , 0.05,,0.03 ,<0.01 , 0.05,,0.03 ,0.01 , 0.04,,0.03 ,0.01 , 0.04,,0.03 ,<0.01 , 0.04,,0.03 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,
Latvia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Lebanon,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,
Lesotho,2.83 ,1.30 , 5.56,,4.46 ,2.08 , 9.49,,6.72 ,3.24 , 14.29,,9.63 ,4.74 , 19.87,,12.25 ,6.06 , 24.80,,14.19 ,7.20 , 27.23,,14.98 ,7.50 , 26.85,,14.39 ,7.08 , 25.42,,13.47 ,6.45 , 22.84,,12.36 ,5.79 , 20.92,,11.45 ,5.40 , 20.05,,10.70 ,5.26 , 19.41,,10.19 ,5.03 , 18.57,,9.86 ,4.84 , 18.12,,9.68 ,4.69 , 18.12,,9.66 ,4.53 , 18.24,,9.49 ,4.24 , 18.10,,9.24 ,4.03 , 17.84,,8.68 ,3.73 , 17.03,,8.25 ,3.55 , 15.87,,7.81 ,3.39 , 14.75,,7.27 ,3.13 , 13.59,,7.06 ,3.08 , 12.83,,6.74 ,2.95 , 12.08,,6.18 ,2.74 , 10.99,,5.58 ,2.50 , 9.77,,4.86 ,2.19 , 8.61,,4.05 ,1.87 , 7.01,,3.40 ,1.58 , 5.98,,3.08 ,1.45 , 5.29,,2.73 ,1.31 , 4.77,
Liberia,1.49 ,0.45 , 3.93,,1.77 ,0.60 , 4.25,,1.44 ,0.58 , 3.28,,1.33 ,0.60 , 2.83,,1.21 ,0.56 , 2.52,,1.07 ,0.49 , 2.20,,0.92 ,0.42 , 1.79,,0.78 ,0.35 , 1.83,,0.86 ,0.37 , 1.97,,0.77 ,0.31 , 1.71,,0.72 ,0.28 , 1.51,,0.65 ,0.27 , 1.40,,0.56 ,0.24 , 1.19,,0.48 ,0.22 , 1.07,,0.47 ,0.22 , 1.06,,0.43 ,0.20 , 0.99,,0.42 ,0.20 , 0.96,,0.39 ,0.18 , 0.89,,0.37 ,0.17 , 0.82,,0.35 ,0.16 , 0.74,,0.33 ,0.15 , 0.71,,0.31 ,0.14 , 0.65,,0.29 ,0.13 , 0.61,,0.28 ,0.12 , 0.57,,0.26 ,0.11 , 0.55,,0.25 ,0.11 , 0.54,,0.23 ,0.10 , 0.52,,0.22 ,0.10 , 0.49,,0.19 ,0.08 , 0.44,,0.17 ,0.07 , 0.40,,0.15 ,0.06 , 0.37,
Libya,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.04,,0.03 ,<0.01 , 0.05,,0.03 ,<0.01 , 0.06,,0.04 ,0.01 , 0.07,,0.04 ,0.01 , 0.07,,0.04 ,0.01 , 0.08,,0.04 ,0.01 , 0.07,,0.03 ,0.01 , 0.06,,0.03 ,<0.01 , 0.05,,0.02 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.03,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.04,
Lithuania,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Luxembourg,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Madagascar,<0.01,,,,<0.01,,,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.01,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.02,,0.01 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.03,,0.02 ,<0.01 , 0.04,,0.02 ,<0.01 , 0.04,,0.03 ,0.01 , 0.05,,0.03 ,0.01 , 0.06,,0.04 ,0.01 , 0.06,,0.04 ,0.01 , 0.07,,0.05 ,0.02 , 0.08,,0.05 ,0.02 , 0.09,,0.06 ,0.02 , 0.10,,0.06 ,0.02 , 0.11,,0.07 ,0.02 , 0.13,,0.07 ,0.02 , 0.14,,0.08 ,0.03 , 0.14,,0.08 ,0.03 , 0.15,,0.07 ,0.03 , 0.14,,0.08 ,0.03 , 0.16,,0.08 ,0.03 , 0.17,
Malawi,7.22 ,3.16 , 12.90,,7.85 ,3.59 , 13.80,,8.15 ,3.72 , 14.40,,8.19 ,3.73 , 14.43,,7.87 ,3.61 , 13.54,,7.58 ,3.43 , 13.11,,7.05 ,3.16 , 12.41,,6.50 ,2.88 , 11.63,,5.96 ,2.62 , 10.50,,5.45 ,2.36 , 9.91,,4.95 ,2.14 , 8.83,,4.48 ,1.94 , 8.11,,4.11 ,1.77 , 7.53,,3.75 ,1.62 , 6.97,,3.49 ,1.51 , 6.53,,3.21 ,1.38 , 6.01,,2.96 ,1.26 , 5.58,,2.73 ,1.16 , 5.27,,2.52 ,1.05 , 4.94,,2.39 ,0.98 , 4.71,,2.27 ,0.95 , 4.47,,2.14 ,0.88 , 4.17,,1.96 ,0.79 , 3.82,,1.75 ,0.71 , 3.33,,1.56 ,0.63 , 2.92,,1.39 ,0.56 , 2.58,,1.24 ,0.49 , 2.32,,1.05 ,0.41 , 1.95,,0.88 ,0.35 , 1.64,,0.72 ,0.29 , 1.34,,0.65 ,0.25 , 1.20,
Malaysia,0.13 ,0.09 , 0.21,,0.19 ,0.13 , 0.32,,0.21 ,0.14 , 0.35,,0.18 ,0.13 , 0.30,,0.15 ,0.11 , 0.25,,0.13 ,0.10 , 0.22,,0.12 ,0.09 , 0.20,,0.12 ,0.09 , 0.20,,0.12 ,0.09 , 0.20,,0.12 ,0.09 , 0.20,,0.12 ,0.09 , 0.20,,0.12 ,0.09 , 0.20,,0.11 ,0.09 , 0.19,,0.11 ,0.08 , 0.18,,0.10 ,0.08 , 0.16,,0.09 ,0.07 , 0.15,,0.09 ,0.07 , 0.15,,0.09 ,0.07 , 0.14,,0.08 ,0.07 , 0.13,,0.08 ,0.07 , 0.13,,0.08 ,0.06 , 0.12,,0.07 ,0.06 , 0.12,,0.07 ,0.06 , 0.11,,0.07 ,0.06 , 0.11,,0.07 ,0.06 , 0.11,,0.06 ,0.05 , 0.10,,0.06 ,0.05 , 0.10,,0.06 ,0.05 , 0.10,,0.06 ,0.05 , 0.10,,0.07 ,0.05 , 0.11,,0.07 ,0.05 , 0.11,
Maldives,...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication.",...,,,"Estimates were not available at the time of publication."
Mali,1.29 ,0.56 , 2.55,,1.40 ,0.68 , 2.51,,1.37 ,0.76 , 2.34,,1.31 ,0.77 , 2.25,,1.23 ,0.73 , 2.07,,1.12 ,0.65 , 1.93,,1.01 ,0.58 , 1.71,,0.93 ,0.54 , 1.59,,0.76 ,0.45 , 1.32,,0.71 ,0.42 , 1.24,,0.63 ,0.37 , 1.11,,0.57 ,0.33 , 1.01,,0.52 ,0.30 , 0.92,,0.47 ,0.27 , 0.81,,0.46 ,0.27 , 0.80,,0.43 ,0.25 , 0.75,,0.40 ,0.23 , 0.68,,0.39 ,0.22 , 0.65,,0.38 ,0.21 , 0.63,,0.35 ,0.19 , 0.58,,0.31 ,0.17 , 0.52,,0.29 ,0.16 , 0.50,,0.27 ,0.15 , 0.46,,0.26 ,0.14 , 0.44,,0.24 ,0.13 , 0.42,,0.23 ,0.12 , 0.40,,0.21 ,0.11 , 0.37,,0.20 ,0.10 , 0.36,,0.18 ,0.09 , 0.34,,0.16 ,0.08 , 0.31,,0.15 ,0.07 , 0.30,
Malta,...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
